entity_name,entity_type,description,entity_id
why not start a new ritual such as a designated ‘ morning in bed ’,Concept,,6c544496-4907-43de-904f-aae07fe03a55
or an ‘ afternoon p ##y ##ja ##ma party ’,Concept,,0fe56b9a-c301-44d5-b506-dcc709463826
to make sure that christmas is done your way,Concept,,2412bec0-a021-4869-994a-80dc7b8205e9
the white company has a range of night ##wear,Product,nightwear,a6fee8bd-10de-4cbb-b20c-546a01f29fb7
that,Concept,Something or someone that will add a touch of luxury to any lazy days.,926d92e2-13aa-4521-b1e4-ba61f8862f03
lazydays,Concept,A period of time when one is lazy or indolent.,4d4243e6-df95-40d0-9e56-3e306c8d3892
jersey,Product,"A knitted fabric with a soft, napped surface, often used for sweaters and shirts.",2728ebb2-e53d-4511-a06b-17151e022c34
pipe,Product,A length of hollow cylindrical metal or plastic tubing.,c68bc35a-20a8-49f2-a950-d5745bd987f4
printed,Product,A fabric that has been printed with a design or pattern.,e11b70cb-84a4-4812-b844-2d4bb36d101b
classic,Product,A style that is traditional and has been around for a long time.,12f6f5c7-f6e4-43f4-8ac0-6d0d191a063e
pjyama,Product,A type of nightwear that consists of a loose-fitting top and trousers.,e83ed0ec-d4d2-4d69-a1ff-e613ac454129
set,Product,A group of items that are sold or used together.,782f06a2-01fc-4eb4-95a7-1d7d82c9f61c
soft,Product,Describing a fabric that is smooth and gentle to the touch.,1eefb5d0-700d-409f-87a0-303c20b01674
jersey-blend,Product,A fabric that is made from a blend of jersey and another fabric.,7dcc662e-88c9-406a-be90-e32243a9e679
inviting,Product,Describing a fabric that is pleasant to the touch and makes you want to wear it.,e970aefb-77c0-4085-84e9-51857a037f29
curl-up,Product,To lie or sit in a curled-up position.,15051a9d-f89c-43da-b567-e76d43483c3b
bed,Location,A piece of furniture that is used for sleeping.,b9b98f59-ff83-46dc-b1a0-468a639f2d43
sofa,Location,"A piece of furniture that is long and low, and that you can sit or lie on.",28c1f4f5-9aa0-43b9-8f80-f52577ee579a
both,Location,Describing something that is located on both sides.,cc30a6ee-6048-44de-bb8e-61e79cb4068a
collared,Location,Describing a shirt that has a collar.,fcb28c3b-f8a4-4672-930b-d44b219762fc
pjyama-shirt,Location,A type of nightwear that consists of a loose-fitting top and trousers.,cbd57916-26ad-4651-b09d-c1c558bedd6c
trousers,Location,A type of clothing that covers the legs and is worn from the waist to the ankle.,2837738e-e6f9-432f-846b-76817920af03
printed,Location,A fabric that has been printed with a design or pattern.,34ae2e26-692a-4bb3-a0ac-3d6a86ded5b1
tiny,Location,Describing something that is very small.,bcab04d1-be36-4c29-9d85-206a32a698e1
stars,Location,A symbol that represents a constellation.,6f79bfdc-ae2b-4e7f-8853-d14390b173fe
subtle,Location,Describing something that is not very obvious or noticeable.,e6fe0988-b7b8-4a33-9bee-1357dbe25211
sparkle,Location,"To shine with a bright, flickering light.",64292574-4534-44d7-a01b-9a3952307529
festive,Location,Describing something that is related to a festival or celebration.,3cb3207b-8a00-4654-b109-4c38c8dd1737
snooze,Location,To sleep for a short period of time.,71ae3617-99c5-4001-bd65-317cb2841912
white-company,Location,A company that sells products related to home and lifestyle.,139720b7-34bc-49a1-8fe6-28ef64ddebc8
has-got,Location,To have or own something.,72c4f601-2a22-4baf-b729-96423d2ad560
spectacular,Location,Describing something that is very impressive or remarkable.,1e674af2-30a4-4f3f-92dc-a444fc4b36cb
pre-lit,Location,Describing a tree that has lights already installed on it.,66dd19a1-3546-4c25-b4f1-9dae6b955739
grand-spruce,Location,A type of tree that is often used as a Christmas tree.,3b011d69-93c4-4cab-ba3c-49fe01018220
christmas-tree,Location,A tree that is decorated with ornaments and lights and is placed in the home during the Christmas season.,a90b3f7f-b650-4d22-b3fe-766096210840
7.5-ft,Location,Describing something that is 7.5 feet tall.,208344b4-f5aa-4c5a-a35a-87b1308dae4f
high-quality,Location,Describing something that is of good quality.,03381bc0-0656-4df7-90d6-35bdd51423d5
faux-foliage,Location,Describing leaves that are made to look like real leaves but are not.,fec61141-3574-4cea-96bd-d61cdd99b845
The White Company,Organization,"A British luxury lifestyle brand that sells clothing, homeware, and beauty products.",7f3f4bfc-538e-4101-a9ca-dde4fe12f36b
John Doe,Person,A fictional person.,2bc64f76-cca6-4d31-83e2-7ada8286949c
Myrrrh,Concept,A resin obtained from a number of plants in the genus Commiphora.,6908adec-12cc-4bc5-8fe2-eb29a42407d4
Fir Tree,Concept,"A tree of the genus Abies, in the pine family.",b5bb47a5-ff92-4ca2-8733-ec31fac48568
Nordic Wood,Concept,A type of wood.,86dcd7cf-e747-475e-84af-2aca06f4d5fb
Champagne,Product,A sparkling wine.,a3d82975-ecde-4f60-8dd5-51aa1313ef43
Oversized Puffer Coat,Product,A type of winter coat.,6be7f37d-4ecd-4e16-a8db-5e0af25b3dab
Down-filled Quilted Puffer,Product,A type of winter coat.,91889719-904c-4b4b-8ffd-6b2eac955934
Champagne Trug,Product,A type of serving vessel.,298c78a1-765e-484a-aa15-5a4300da10e4
mariah carey,Person,A famous American singer and songwriter.,63420bc8-a943-41e4-a9a3-ed6913fc7eb3
pepper min t mocha s,Product,A type of chocolate drink.,2d1ebb12-c98f-4724-bbbb-e3fa1d914b48
gov ee,Organization,A company that manufactures electronic products.,2a26fa65-4489-40b3-92f7-ad7d8b867efa
amazon,Organization,A large online retail company.,36a7e024-dbbc-4d55-9f59-a664f8990dd8
halloween,Event,An annual holiday celebrated on October 31st.,249087a9-d6ed-48ac-8588-f74ffa56b22d
october,Month,The tenth month of the year.,87dc9e91-37d1-496f-8d2c-2b885e4f5323
2023 holiday season,Event,The holiday season that takes place in the year 2023.,1d98b5c6-3967-49b5-a7a8-030f7ba41ec5
m1 led strip light,Product,A type of light strip.,cd6f4865-6f9c-4c88-85b2-c0772e348690
google,Organization,Google is a multinational technology company,5d0535af-c83e-463d-b728-199e73de26b6
amazon,Organization,Amazon is an American multinational technology company,b6f3a80c-2444-4a35-afec-0932d1011898
gov,Organization,The government is an organization responsible for governing a country or a community,d189ace0-03a2-4c51-b9bb-bb7b66d0b4ba
pixel buds pro,Product,Pixel buds pro is a type of earbuds,23bcd390-b8ed-4e21-a66c-f582dbe5cff9
wellbots,Organization,Wellbots is an online store,273b6d85-e094-4900-8017-d508dc92d4fb
verge,Organization,Verge is a technology news website,576ed44f-bfc8-4c59-baf6-3ddd3d1e68ae
google pixel watch,Product,Google pixel watch is a type of smartwatch,fda26b06-e0bb-449d-bc24-ab84d2b46357
google pixel watch,Product,google pixel watch,0ba1df37-424b-49b5-8c8a-96f96e391386
google,Organization,google,980399f8-8a0d-4346-ac13-f6fc80b831cb
fit ##bit,Concept,fit ##bit,384f647b-6bd3-4630-93ff-ced70a6bfad7
verge,Organization,verge,2d788619-8928-43c8-9562-d14616ef483a
youtube music,Product,youtube music,d67c0c1a-678d-4624-b728-175b4298d52e
well ##bots,Organization,well ##bots,06cc3c7f-e9d9-4eb5-a556-c017f2e11718
microsoft,Organization,microsoft,eb09489e-01b0-4b3d-815b-7eeadc893247
steve jobs,Person,steve jobs,eb6d05d1-3cd0-41cd-a8dc-f3a66c054adf
apple,Organization,apple,632b68a1-b2b9-4dee-a191-ba134867af95
france,Location,france,6b0061e8-2643-484c-b8d9-0804475554c9
paris,Location,paris,108e583f-8545-4d98-8445-4149662af311
Blink Video Doorbell,Product,"A video doorbell that offers motion-activated recording and alert notifications, night vision, two-way audio, and up to two years of battery life.",830ecb24-ad50-4586-9cd5-81a75b825fd5
Blink Outdoor Security Camera,Product,"A security camera that is battery-powered, has a wider field of view, and supports person detection.",3821cd9e-61a9-4a51-822a-01c2bc970555
Amazon,Organization,An online retail company that offers a wide range of products and services.,b1ac481b-05fe-4c54-94a8-6d2cb21cc175
"stay ahead of the trend in fashion and beyond with our free weekly lifestyle edit newsletter stay ahead of the trend in fashion and beyond with our free weekly lifestyle edit newsletter please enter a valid email address please enter a valid email address sign up i would like to be email ##ed about offers, events and updates from the independent. read our privacy notice thanks for signing up to the lifestyle edit email { { # verify ##er ##ror ##s } } { { message } } { { / verify ##er ##ror ##s } } { { ^ verify ##er ##ror ##s } } something went wrong. please try again later { { / verify ##er ##ror ##s } } if you ’ re in the midst of a new relationship this holiday season, you may be faced with the opportunity to introduce your significant other to your family. however, it ’ s likely you ’ ve found yourself mu ##lling over an array of reasons why the holidays may not be the right time for such an introduction. the holiday season is often perceived as the most wonderful time of year, but that ’ s not necessarily the case for everyone. in a recent poll from the american psychological association, 41 per cent of us adults said their stress levels increased from november to january when compared to other months of the year. nearly 50 per cent of americans also described their stress level during the season as “ moderate ”. everyone has different concerns leading up to christmas, han ##uk ##ka ##h, or new years - from family drama at the dinner table to a small spat ##s with your mother about",Product,stay ahead of the trend in fashion and beyond with our free weekly lifestyle edit newsletter,b30f9467-6998-442d-ad3f-d04fab183fe6
email,Concept,"email ##ed about offers, events and updates from the independent. read our privacy notice",16676009-d9b4-41ac-8893-f2116b463696
lifestyle edit email,Product,stay ahead of the trend in fashion and beyond with our free weekly lifestyle edit newsletter,b98d4597-e684-4fc5-a721-eff8a1998077
"offers, events and updates from the independent. read our privacy notice",Product,"email ##ed about offers, events and updates from the independent. read our privacy notice",8c896666-e024-4900-bf71-685d16917b2d
holiday season,Time,"the holiday season is often perceived as the most wonderful time of year, but that ’ s not necessarily the case for everyone. in a recent poll from the american psychological association, 41 per cent of us adults said their stress levels increased from november to january when compared to other months of the year. nearly 50 per cent of americans also described their stress level during the season as “ moderate ”. everyone has different concerns leading up to christmas, han ##uk ##ka ##h, or new years - from family drama at the dinner table to a small spat ##s with your mother about",268e9653-fd7f-4dbd-bef1-296377779b96
new relationship,Time,"the holiday season is often perceived as the most wonderful time of year, but that ’ s not necessarily the case for everyone. in a recent poll from the american psychological association, 41 per cent of us adults said their stress levels increased from november to january when compared to other months of the year. nearly 50 per cent of americans also described their stress level during the season as “ moderate ”. everyone has different concerns leading up to christmas, han ##uk ##ka ##h, or new years - from family drama at the dinner table to a small spat ##s with your mother about",183c39fe-1b89-4c6a-859e-e0ee6fb90df1
christmas,Time,"the holiday season is often perceived as the most wonderful time of year, but that ’ s not necessarily the case for everyone. in a recent poll from the american psychological association, 41 per cent of us adults said their stress levels increased from november to january when compared to other months of the year. nearly 50 per cent of americans also described their stress level during the season as “ moderate ”. everyone has different concerns leading up to christmas, han ##uk ##ka ##h, or new years - from family drama at the dinner table to a small spat ##s with your mother about",64106049-0813-4f01-95c7-be50c877fffd
han ##uk ##ka ##h,Time,"the holiday season is often perceived as the most wonderful time of year, but that ’ s not necessarily the case for everyone. in a recent poll from the american psychological association, 41 per cent of us adults said their stress levels increased from november to january when compared to other months of the year. nearly 50 per cent of americans also described their stress level during the season as “ moderate ”. everyone has different concerns leading up to christmas, han ##uk ##ka ##h, or new years - from family drama at the dinner table to a small spat ##s with your mother about",539fc7b6-7c46-4752-a0cc-2c1d3557e460
new years,Time,"the holiday season is often perceived as the most wonderful time of year, but that ’ s not necessarily the case for everyone. in a recent poll from the american psychological association, 41 per cent of us adults said their stress levels increased from november to january when compared to other months of the year. nearly 50 per cent of americans also described their stress level during the season as “ moderate ”. everyone has different concerns leading up to christmas, han ##uk ##ka ##h, or new years - from family drama at the dinner table to a small spat ##s with your mother about",7d34079a-7b6f-41e9-97d2-c55ee63a208e
family drama at the dinner table,Time,"the holiday season is often perceived as the most wonderful time of year, but that ’ s not necessarily the case for everyone. in a recent poll from the american psychological association, 41 per cent of us adults said their stress levels increased from november to january when compared to other months of the year. nearly 50 per cent of americans also described their stress level during the season as “ moderate ”. everyone has different concerns leading up to christmas, han ##uk ##ka ##h, or new years - from family drama at the dinner table to a small spat ##s with your mother about",8156bbbd-8d3f-4d04-b980-cf979f1c22d4
Independent,Organization,Independent,16e27f93-4ca2-49ad-ba48-9da1974e19a9
Raquel Za ##r,Person,Licensed Marriage and Family Therapist at Spark Chicago Therapy,78a6f99a-788d-4b39-9ad1-10dc75869ac6
Take Root There ##ap ##y,Organization,Licensed Marriage and Family Therapist at Take Root There ##ap ##y in California,81907455-9622-4776-8691-1d778d2d1393
California,Location,Location,bd34c49f-7410-4055-8b15-28b959846def
Holidays,Event,"An event that occurs during a specific period of time, often associated with celebrations or festivities.",a83289ae-5374-43f5-81be-efda2afd6eed
get ##ty images,Product,A type of image that is often used to convey a specific emotion or feeling.,422118e1-a525-489b-9604-1197df9e6a4a
Communication,Event,The act of exchanging information between two or more people.,5c4585a8-0100-42a0-ad4e-4a5518aa2d05
Family,Group,"A group of people who are related to one another by blood, marriage, or adoption.",30eea8cb-b85b-4b3f-b86e-e0f92090c902
significant other,Person,A person with whom one has a romantic or intimate relationship.,429a2e2c-a818-4007-9786-8325b32f0b1c
Partners,Group,A group of people who are working together towards a common goal.,ff2807a2-97cb-4ebc-9b2f-39a38d837345
Relatives,Group,"A group of people who are related to one another by blood, marriage, or adoption.",85946e1b-5625-4810-b304-8cb967767778
Parent,Person,A person who has given birth to or adopted a child.,9d1dda70-0a4d-45a4-beb1-e2386fc30261
Microsoft,Organization,"A multinational technology company that develops, manufactures, licenses, and supports a wide range of software products and services.",857fae23-e689-4e03-83d7-a49d32bbf9de
Apple,Organization,"A multinational technology company that designs, manufactures, and markets consumer electronics, computer software, and online services.",9bea26c4-fbaa-4ba4-be47-811ecda16ea8
stress,Concept,Stress is a feeling of emotional or physical tension.,c424713d-a596-447d-93b1-e8f125053db2
lu ##rie,Person,Lurie is a relationship expert.,a9b2f1ac-7b8e-4cce-bd45-68874a985c9f
family,Concept,Family is a group of people related by blood or marriage.,611c47d9-be44-46bc-88b6-f651d0e2b105
family,Family-Relation,The people who are related to you by blood or marriage.,1a3dd42d-6a97-456a-9078-786a68838a7e
parents,Family-Relation,The father and mother of a person.,5603d332-5f58-4aaa-96a0-fbd855f42be5
siblings,Family-Relation,The brother and sister of a person.,84c10494-04be-44e7-bc7d-527e7882e4ba
extended family,Family-Relation,The relatives of a person who are not part of their immediate family.,eb9ab8ac-a917-40c2-9fda-c1f285278387
partner,Romantic-Relation,A person's significant other in a romantic relationship.,aa4d559a-0393-41fe-b6c6-cee414301a1e
holidays,Concept,A period of time set aside for celebration or recreation.,8e17f180-1c89-48a2-8cb3-586bb7a285fa
intro ##sp ##ect ##ive,Concept,The act of looking at something in a detailed way in order to understand it better.,ac8698f0-43ab-406e-a0c8-d76ed36139b2
navigate ##d,Concept,The act of successfully passing through or around something difficult.,72476f6b-4bb3-44c2-88ba-9e2410ec1878
origin,Concept,The place or situation from which something comes or is derived.,618893ed-dc5d-4683-a6b6-9571cc4c40e4
relationship expectations,Concept,The standards and behaviors that two people in a relationship have for each other.,75c4692c-6a0a-4fed-be00-038bc30a034d
significant other,Romantic-Relation,A person's romantic partner.,85055585-aca4-4cb5-bc23-eea9164b3f0b
kentucky sports betting,Event,The launch of retail and online sports betting in september 2023,28034007-68de-44c6-8b56-b3d75f88393a
governor,Person,"The person who announced that roughly one month since the launch, upwards of $ 250 million has been wage ##red and that roughly 500, 000 mobile accounts have been created for online sports ##books",425d82fb-fdb8-458d-b40b-efa46ea16bef
fan due l,Organization,"FanDuel is a major player in sports betting with a wide variety of markets, sports, and leagues.",ee7696c0-f7c9-4d0f-821f-ee16a3cf4e72
draft king s,Organization,"DraftKings has emerged to be another popular sportsbook that gives you more ways to ""have skin in the game"" and get closer to the games you love.",6120d6a8-65ad-4284-bf54-152a2e82ca7e
bet mgm,Organization,"BetMGM offers a mobile sportsbook app for all your favorite sports betting games, including all major and professional sports.",577dc446-24dc-4cec-a6f5-4529201beb6e
john doe,Person,John Doe is a well-known figure in the sports betting industry.,53b9796d-8d28-40ed-bb3a-44992f133b4c
microsoft,Organization,Microsoft is a technology company.,1a92c07d-165a-493a-9701-660079a1e60d
france,Location,France is the capital of France and is located in the center of France.,da155b75-1582-423e-8a87-9b4b36fd4f5c
apple,Organization,Apple is a technology company.,176fc082-6f0d-4af7-8c28-46681a420f4f
betmgm,Organization,The online sports betting platform,293fdee2-e6d7-4d21-962c-1b7a23312120
caesars,Organization,A well-known brick-and-mortar casino brand,06a02b33-4b44-4d35-b37b-b3fed5cda831
uk,Location,The United Kingdom,f8e6c0ff-b865-4140-8cc2-26fc9f12101d
us,Location,The United States of America,5ecb7bbc-670e-482c-bc4f-05c4384bd6ad
bet365,Organization,A well-known sports betting company,15ab4502-76ba-4a7e-8850-755cb0db16a1
kentucky,Location,A U.S. state,2d90f608-9400-4bb5-8c5e-31620ef7957a
microsoft,Organization,A technology company,6989202d-218b-4f6e-89d6-a4dbc8b478b7
paris,Location,The capital city of France,030748cc-c648-471d-9d0d-31db00afbc4d
apple,Organization,A technology company,a759241a-11de-4586-85a3-b43560a31c93
steve jobs,Person,The co-founder of Apple,e389fdb3-084a-4af1-bdb1-4e5344d06c9d
books,Product,Books are physical or digital objects that contain written or printed information.,8ed670bd-1299-44a2-a730-096208073ebb
customers,Person,Customers are individuals or organizations who purchase goods or services.,5c1ad272-ac5b-400c-ab87-6f6c038a95dc
kentucky,Location,Kentucky is a state in the United States.,faa02fb1-112e-43d1-8a2e-0e65118c95d0
sports ##books,Product,Sports ##books are online platforms that allow users to place bets on various sports events.,a15a9f16-7e9a-4dd9-9e77-944565d0b75f
fan ##atics,Organization,Fan ##atics is a sports ##book and online retailer.,285c1dcf-9865-4022-9bc0-d4ee234d3272
sports ##book,Product,A website or app that offers sports betting and related services.,15102af3-04fb-4469-925b-9ce738c299be
mar ##que ##e games,Product,A type of sports betting game.,5f1fc085-cb7b-4135-a3e1-1e07f4b8bbda
trend ##ing bets,Product,Bets that are popular or gaining in popularity.,87a68702-7b4c-40a2-954b-2c52c7f0f113
promo ##s,Product,Special offers or promotions.,64b4516d-b708-4c64-96eb-123b4dd10ebe
rewards,Product,Incentives or benefits offered by a sports ##book.,ffe4fbc3-ba90-4208-bffb-5d03b5cdf046
draft ##king ##s sports ##book,Product,A sports ##book offered by draft ##king ##s.,f76698e1-d40e-4ae0-bf96-ae82aed644cb
variety of betting markets,Product,Different types of sports betting markets offered by draft ##king ##s.,90209db3-20a5-473c-a08b-f741387cfd02
its rewards program,Product,A program offered by draft ##king ##s that rewards customers for their betting activity.,4bcf1aa3-b06f-4948-981b-86accbfff7d2
earn points,Product,A way for customers to earn rewards points by betting on sports at draft ##king ##s.,9caff90c-b716-441c-a07e-a74a1e3e6576
redeem points,Product,"A way for customers to redeem their rewards points for free bets, merchandise, or d ##fs entries at draft ##king ##s.",4b4bf3cc-8b2a-443d-a336-7a37d250ed5f
new customers,Group,Customers who are new to draft ##king ##s.,2f6277d3-1777-40c3-9065-5519fce61f76
bet $ 5,Action,The action of placing a $ 5 bet with draft ##king ##s.,0978e7de-7ff3-4da5-9e6c-7d8032f8e843
receive $ 200 in free bets,Action,The action of receiving $ 200 in free bets from draft ##king ##s as part of their promotion.,fddb08a3-221b-4c4b-97f7-17791aa0bf26
the sports ##book,Product,A website or app that offers sports betting and related services.,1a735e6d-d8e4-49b6-b0a4-28b97b401628
fan ##due ##l sports ##book,Product,A sports ##book offered by fan ##due ##l.,a577699a-d3dc-4b4a-96e9-e5ddaf3bc9c0
chief competitor,Group,The group of companies that are draft ##king ##s' chief competitors.,50fdac5f-cfb6-4bb9-9468-853e01b64a38
live betting markets,Product,A type of sports betting market where customers can bet on events that are already in progress.,a031dfb4-4170-420d-a71c-5f413049a1d2
sg ##ps,Product,A type of sports bet that is based on a statistical performance or outcome of a player or team.,d479d804-209d-4dae-9e14-101dfa207216
bet ##mg ##m sports ##book,Product,A sports ##book offered by bet ##mg ##m.,42e0fc14-35de-4dcb-8906-929f3f87e9ad
sign ##up offer,Product,A special promotion or offer that is available to new customers when they sign up for a sports ##book.,0560f86a-1c17-4349-9d4e-269258c1f939
cater ##s more to larger players,Product,The sign ##up offer at bet ##mg ##m is designed to attract and retain high rollers or customers who are likely to bet large amounts of money.,4005caa3-c576-492b-8bf1-3badb507be9b
a $ 1500 risk free offer,Product,The sign ##up offer at bet ##mg ##m that will credit a customer with bonus bets in the event their first real money wage ##r loses.,a34ebf37-81de-4ac0-b4fb-2228ff0fb7f4
boost ##s,Product,A special promotion or offer that increases the odds or payout of a bet.,9bdb2cfb-4a97-45d7-9293-d0daddd6d058
smaller players,Group,The group of customers who are likely to bet smaller amounts of money.,3ad4c3f0-bfd1-4115-bdd9-6c0fe467e94e
token ##s,Product,A type of bet or wager that is offered by a sports ##book.,2328398e-9026-4eec-8d8c-177166d51a09
the other sites,Websites,List of online sportsbooks,75ce2753-5742-4a15-910d-c5ff3eb5c8dc
mgm resort,Resorts,MGM Resorts International,3a5992a4-4b94-45e8-87a7-2109e2ac7fc9
caesar s sportsbook,Sportsbooks,Caesars Entertainment,4142dbfd-bb38-4a94-9687-ad9cf4960a5d
bet 365 sportsbook,Sportsbooks,Bet365,6d800543-113a-4f84-9ae0-4c01d67efaba
kentucky,U.S. States,Kentucky,b20ae3d3-b4c8-4604-ac26-6a08047d1af2
Kentucky,Location,The Bluegrass State,ece29bd2-8ef5-446c-90e3-33d08f77a0be
Kentucky Wildcats,Sports Team,One of the most iconic college basketball programs in the nation,ead995f9-669f-4b7e-aa50-239d77805867
John Calipari,Person,Legendary college basketball coach,f936f942-7125-4021-a5af-b722eabec164
a national title in 2012,Event,Kentucky won a national title in 2012,acb9cb71-74dc-4494-b9f3-ed0aaf333f1a
"the program ' s 2, 02 ##1 - 63 ##7 all - time record",Concept,The program's 2021-63 all-time record,e718d8ad-24f0-4891-8edf-8b991f152d1f
"kentucky has also found more success on the grid ##iro ##n in recent years in the sec, including a dozen bowl appearances since 2006",Event,"Kentucky has found more success on the gridiron in recent years in the SEC, including a dozen bowl appearances since 2006",154fc9e0-2b26-4f55-bbf1-ffb671dc2c26
louisville cardinals,Organization,The Louisville Cardinals,364868df-c5ef-47c5-8be4-d70cd864cf4f
"the wildcats have the historic edge, but louisville basketball won the more recent national title, cutting down the nets in 2013",Event,"The Wildcats have the historic edge, but Louisville basketball won the more recent national title in 2013",a471d5db-3e68-451b-8f6b-c752347473a3
louisville has also become a bigger name in the college football world in the past couple decades,Event,Louisville has become a bigger name in the college football world in the past couple decades,a3f4c729-81de-4d65-aa15-76a7208e554b
lamar jackson,Person, Lamar Jackson,81aae9b5-a931-4876-b4b5-bf93c03caa24
western kentucky hilltop ##pers,Organization,The Western Kentucky Hilltoppers,d4dfb508-206f-4f4e-9a49-d89becf27cee
uk or louisville,Organization,Kentucky or Louisville,cf1905e7-ebc3-4dbf-b3f3-a05832265f5c
nine winning seasons since that point,Event,Nine winning seasons since 2009,35ca0ce1-4027-4a8b-8be8-3f414aa0b4bd
cincinnati bengals,Organization,The Cincinnati Bengals,0c663c44-e254-4622-8a15-bfbb530e575a
big four,Professional Sports Team,"The 'big four' professional sports teams in the United States are the four major professional sports leagues in the country: the National Football League (NFL), the National Basketball Association (NBA), the Major League Baseball (MLB), and the National Hockey League (NHL).",3a0fb0eb-617e-49d5-a4ab-b5da5c4f58b8
kentucky residents,Person,"Kentucky residents are individuals who live in the state of Kentucky, USA.",36e28a22-0f39-462c-ba1b-5b3a7647abe1
cincinnati bengals,Professional Sports Team,"The Cincinnati Bengals are a professional American football team based in Cincinnati, Ohio.",6a089e75-79e3-4240-b0e4-409f849b3c23
marvin lewis,Person,Marvin Lewis is a former American football player and coach. He is currently the offensive line coach for the New England Patriots.,7d7fc023-bf05-4ab4-97f3-9336c3a3a7cc
joe burr ##ow,Person,Joe Burrow is an American football quarterback for the Cincinnati Bengals of the National Football League (NFL).,1352e5cc-b502-41dc-b502-d49357c6fdf8
ja ' mar ##r chase,Person,Ja ' Marr Chase is an American football wide receiver for the Cincinnati Bengals of the National Football League (NFL).,f2990ab9-1c67-4b66-8819-d201d215620a
indianapolis colts,Professional Sports Team,"The Indianapolis Colts are a professional American football team based in Indianapolis, Indiana.",25fbfc68-c6b0-43ad-87c8-e7da7fb2db6c
tennessee titans,Professional Sports Team,"The Tennessee Titans are a professional American football team based in Nashville, Tennessee.",b0a4b949-5e1e-464c-823b-f4bbbdd64484
cincinnati reds,Professional Sports Team,"The Cincinnati Reds are a professional baseball team based in Cincinnati, Ohio.",ceb1b695-f1ba-400a-951f-e868cb69b08b
st. louis cardinals,Professional Sports Team,"The St. Louis Cardinals are a professional baseball team based in St. Louis, Missouri.",a86cc6ab-dd3a-451a-85f8-2644a7094cb9
mlb allegiance ##s,Concept,MLB allegiance ##s refer to the teams in Major League Baseball that fans of a particular region or country tend to support.,6741fbfb-a344-443d-910f-1876714eb5b3
kentucky residents,Person,"Kentucky residents are individuals who live in the state of Kentucky, USA.",a1d3aa74-35a8-4e8d-81fd-e3b1201ccae7
cincinnati reds,Professional Sports Team,"The Cincinnati Reds are a professional baseball team based in Cincinnati, Ohio.",e8b542c4-e703-4a70-ba20-f6a6702370c5
st. louis cardinals,Professional Sports Team,"The St. Louis Cardinals are a professional baseball team based in St. Louis, Missouri.",601bad23-b23a-4be7-8038-7c5a156260db
mlb allegiance ##s,Concept,MLB allegiance ##s refer to the teams in Major League Baseball that fans of a particular region or country tend to support.,c4fd9f3b-2a71-4991-9dd7-3ceffca0acad
cardinals,Professional Sports Team,"The St. Louis Cardinals are a professional baseball team based in St. Louis, Missouri.",63f67efe-595d-40c7-b7c5-ba50b6fb9e9d
reds,Professional Sports Team,"The Cincinnati Reds are a professional baseball team based in Cincinnati, Ohio.",7054b543-7abf-4b4d-b372-d7f8e31d833e
cardinals,Professional Sports Team,"The St. Louis Cardinals are a professional baseball team based in St. Louis, Missouri.",04652816-0ff0-4e56-b47b-37eca47742f4
reds,Professional Sports Team,"The Cincinnati Reds are a professional baseball team based in Cincinnati, Ohio.",7e72f3e4-2a17-48bb-92fb-f22c0d0359e9
cincinnati cardinals,Professional Sports Team,"The Cincinnati Cardinals are a professional baseball team based in Cincinnati, Ohio.",6a1709fb-d6f2-44e1-9179-bc59a7ed78c8
cincinnati reds,Professional Sports Team,"The Cincinnati Reds are a professional baseball team based in Cincinnati, Ohio.",c6582ce8-aa53-4878-a4a1-9449a86f5767
mlb,Professional Sports League,"MLB, or Major League Baseball, is the highest level of professional baseball in the United States and Canada.",40ba1816-1877-418d-b72f-96363b43736f
mlb,Professional Sports League,"MLB, or Major League Baseball, is the highest level of professional baseball in the United States and Canada.",5b5a2933-3679-4425-b0cb-08379709197c
cincinnati reds,Professional Sports Team,"The Cincinnati Reds are a professional baseball team based in Cincinnati, Ohio.",bd42d408-bc0c-4f50-8dd6-a244d3522dba
st. louis cardinals,Professional Sports Team,"The St. Louis Cardinals are a professional baseball team based in St. Louis, Missouri.",01f8910a-fc9d-4145-8975-cc342079666e
mlb,Professional Sports League,"MLB, or Major League Baseball, is the highest level of professional baseball in the United States and Canada.",3715e9f1-0079-4840-ac8a-e23ca83de71a
mlb,Professional Sports League,"MLB, or Major League Baseball, is the highest level of professional baseball in the United States and Canada.",05dc5c6d-6ef4-4e65-a331-3c3a1aa15308
Kentucky,Location,Kentucky is a state located in the eastern region of the United States.,01c8b5a6-690f-4904-aab4-ff386a741b9d
Louisville,Location,Louisville is the largest city in the Commonwealth of Kentucky and the 29th most-populous city in the United States.,328c3f69-50c8-4b6e-9e9f-d4cf4156c52e
Florida,Location,Florida is a state located in the southeastern region of the United States.,ef720df6-d721-4e4d-99a4-c63eaeecc36b
Kentucky Wildcats,Sports Team,Kentucky Wildcats is the name of the intercollegiate athletics programs representing the University of Kentucky.,83739600-dedc-4bed-a268-202287e9a6be
Louisville Cardinals,Sports Team,Louisville Cardinals is the name of the intercollegiate athletics programs representing the University of Louisville.,4259ed33-f410-40a7-accc-a75270c8f952
Kentucky Derby,Event,"Kentucky Derby is an annual thoroughbred horse race held in Louisville, Kentucky, United States, on the first Saturday in May.",a44e3da5-fd07-41d2-9ed6-9d752fc561ff
